Customer_ID,Gender,Age_Group,Customer_Type,Store_Location,Payment_Method,Item_Category,Purchase_Amount,Quantity,Day_of_Week,Time_of_Purchase,Loyalty_Points_Earned,Discount_Applied,Return_Transaction,Online_or_Offline,Item_Name,Total_Spend,Purchase_Frequency,Average_Spend_Per_Visit,Time_Spent_Minutes,Decision_Time_Minutes,Purchase_Type
CUST1016,Male,26-35,New,Mall,Debit Card,Books,80.46251866693824,10,Saturday,16:55,48,False,True,In-Store,Comics,3689.1,1,3689.1,60,9,Unplanned
CUST1017,Male,18-25,Occasional,Mall,Mobile Wallet,Clothing,19.63787369717533,6,Thursday,14:33,12,False,False,In-Store,Jeans,804.24,1,804.24,14,4,Planned
CUST1018,Male,60+,Loyal,Highway,Mobile Wallet,Toys,53.88190189521038,3,Saturday,15:20,0,True,False,Online,Board Game,1035.9,1,1035.9,26,12,Planned
CUST1019,Male,26-35,New,Highway,Debit Card,Furniture,24.51600973445534,5,Wednesday,10:03,31,True,True,In-Store,Chair,2071.25,1,2071.25,10,30,Planned
CUST1020,Male,60+,Loyal,Mall,Credit Card,Furniture,23.12810351128117,4,Saturday,18:57,33,True,False,Online,Dining Table,1603.08,1,1603.08,11,3,Planned
CUST1021,Other,26-35,Loyal,Highway,Debit Card,Electronics,17.595207076651732,7,Friday,20:45,0,False,True,Online,Smartwatch,723.38,1,723.38,21,40,Planned
CUST1022,Other,26-35,Occasional,Mall,Mobile Wallet,Electronics,37.841025176555156,5,Sunday,22:17,6,False,False,Online,Camera,1050.9,1,1050.9,45,56,Planned
CUST1023,Male,36-45,Loyal,Suburb,Credit Card,Toys,99.92482755352292,1,Monday,09:13,2,True,False,In-Store,Action Figure,95.04,1,95.04,28,18,Unplanned
CUST1024,Other,26-35,Occasional,Highway,UPI,Books,94.68920437649992,3,Monday,11:53,0,True,False,In-Store,Novel,1316.43,1,1316.43,28,5,Planned
CUST1025,Male,60+,New,Mall,Debit Card,Groceries,90.81450774316914,8,Sunday,14:19,48,True,True,Online,Pasta,3781.2,1,3781.2,27,2,Planned
CUST1026,Other,18-25,New,Residential Area,Mobile Wallet,Toys,42.61289596224424,1,Sunday,13:07,4,True,False,In-Store,Puzzle,442.75,1,442.75,32,14,Unplanned
CUST1027,Other,36-45,Loyal,Residential Area,Mobile Wallet,Electronics,261.3874433624956,2,Monday,18:46,39,True,True,Online,Camera,232.24,1,232.24,58,6,Planned
CUST1028,Other,26-35,New,Highway,Cash,Books,79.11287931561317,2,Monday,11:02,47,False,False,In-Store,Biography,948.62,1,948.62,79,10,Planned
CUST1029,Other,26-35,Occasional,Residential Area,Cash,Furniture,5.0,7,Saturday,14:44,38,True,True,Online,Chair,3233.58,1,3233.58,39,16,Planned
CUST1030,Female,60+,Occasional,Downtown,Debit Card,Toys,242.03800696007525,9,Monday,21:41,0,False,True,In-Store,Action Figure,2927.88,1,2927.88,5,36,Planned
CUST1031,Male,36-45,Occasional,Downtown,Credit Card,Groceries,141.14207874369978,7,Friday,21:07,32,True,False,Online,Fruits,2206.26,1,2206.26,83,7,Unplanned
CUST1032,Female,26-35,Loyal,Residential Area,UPI,Books,155.51641818064047,5,Thursday,07:31,0,False,True,In-Store,Comics,2269.45,1,2269.45,18,13,Unplanned
CUST1033,Other,18-25,Loyal,Mall,UPI,Cosmetics,187.27932367225938,7,Monday,08:17,13,False,False,Online,Foundation,3410.33,1,3410.33,47,39,Unplanned
CUST1034,Female,18-25,Loyal,Residential Area,Credit Card,Cosmetics,24.867765997375052,3,Thursday,15:37,0,True,True,In-Store,Eyeliner,309.42,1,309.42,8,35,Unplanned
CUST1035,Male,26-35,Occasional,Residential Area,Cash,Clothing,193.10463386259067,3,Saturday,19:19,0,False,False,Online,Sweater,1056.36,1,1056.36,16,26,Unplanned
CUST1036,Male,18-25,Occasional,Residential Area,Mobile Wallet,Clothing,7.298890973584441,6,Sunday,09:03,0,False,False,Online,Dress,531.18,1,531.18,63,33,Planned
CUST1037,Other,36-45,Occasional,Mall,Cash,Furniture,63.96781516642388,3,Friday,15:54,16,True,True,Online,Sofa,610.53,1,610.53,22,13,Unplanned
CUST1038,Female,26-35,Occasional,Mall,Debit Card,Groceries,133.8616826454076,3,Friday,19:31,0,True,False,Online,Pasta,651.93,1,651.93,93,21,Unplanned
CUST1039,Female,60+,Loyal,Downtown,Cash,Toys,5.0,4,Monday,07:55,12,True,True,In-Store,Lego Set,535.12,1,535.12,10,21,Planned
CUST1040,Female,36-45,Loyal,Highway,Credit Card,Electronics,107.71228588117734,8,Saturday,19:24,0,True,True,In-Store,Camera,392.72,1,392.72,26,4,Planned
CUST1041,Male,18-25,Loyal,Downtown,Debit Card,Electronics,23.938914735525653,3,Thursday,21:02,24,True,False,In-Store,Smartwatch,561.36,1,561.36,23,37,Planned
CUST1042,Male,26-35,Loyal,Mall,Credit Card,Groceries,5.0,9,Friday,14:13,18,True,False,In-Store,Rice,4265.01,1,4265.01,27,4,Planned
CUST1043,Female,36-45,Occasional,Mall,Debit Card,Toys,12.47147441046092,2,Friday,19:11,14,True,True,Online,Doll,126.18,1,126.18,49,28,Planned
CUST1044,Male,18-25,Occasional,Mall,Mobile Wallet,Groceries,82.296374792287,8,Sunday,20:34,12,False,False,Online,Fruits,2885.6,1,2885.6,16,15,Planned
CUST1045,Male,26-35,New,Mall,Cash,Toys,5.0,10,Monday,08:42,46,True,False,Online,Puzzle,2204.0,1,2204.0,55,24,Planned
CUST1046,Female,46-60,New,Mall,Credit Card,Clothing,31.69936277930144,4,Saturday,16:02,28,True,False,In-Store,Jacket,1841.56,1,1841.56,78,10,Unplanned
CUST1047,Male,60+,New,Mall,Debit Card,Cosmetics,5.0,3,Wednesday,18:59,15,True,True,In-Store,Perfume,688.77,1,688.77,62,29,Unplanned
CUST1048,Female,18-25,Occasional,Suburb,Cash,Cosmetics,55.6274844281047,4,Sunday,07:58,18,True,False,Online,Shampoo,1353.76,1,1353.76,53,46,Planned
CUST1049,Female,18-25,Loyal,Suburb,UPI,Toys,69.97923314039289,1,Thursday,17:59,9,False,False,In-Store,Doll,63.66,1,63.66,19,6,Planned
CUST1050,Other,46-60,Loyal,Residential Area,Credit Card,Toys,50.443513432071796,3,Tuesday,15:51,20,True,True,Online,Doll,1074.63,1,1074.63,65,22,Planned
CUST1051,Female,46-60,Loyal,Suburb,Mobile Wallet,Electronics,7.429033428277718,4,Tuesday,13:48,43,False,False,In-Store,Smartphone,397.28,1,397.28,86,5,Planned
CUST1052,Male,36-45,Occasional,Downtown,Debit Card,Furniture,241.00853015880458,5,Sunday,07:21,33,False,True,Online,Chair,2158.3,1,2158.3,20,28,Planned
CUST1053,Other,60+,New,Residential Area,Credit Card,Cosmetics,197.65754658694058,7,Thursday,20:55,39,True,False,Online,Lipstick,2745.05,1,2745.05,72,7,Planned
CUST1054,Female,60+,Loyal,Highway,Credit Card,Books,50.20948082089268,8,Friday,20:50,0,True,False,Online,Magazine,1180.32,1,1180.32,111,4,Unplanned
CUST1055,Other,18-25,New,Mall,UPI,Books,29.488557415012007,10,Thursday,08:51,0,True,False,Online,Textbook,2496.1,1,2496.1,30,8,Planned
CUST1056,Male,46-60,New,Suburb,Mobile Wallet,Electronics,208.2100813412747,2,Monday,10:35,2,False,False,In-Store,Smartphone,138.9,1,138.9,21,31,Planned
CUST1057,Female,60+,Occasional,Downtown,UPI,Clothing,87.24460058934831,3,Tuesday,19:46,6,False,True,Online,Jeans,1286.67,1,1286.67,29,17,Unplanned
CUST1058,Male,26-35,Occasional,Highway,Debit Card,Groceries,120.51750783270958,2,Sunday,16:54,0,False,False,In-Store,Eggs,604.08,1,604.08,8,6,Unplanned
CUST1059,Other,60+,Loyal,Mall,Cash,Electronics,90.87179881383555,5,Thursday,21:27,36,True,False,Online,Laptop,2488.15,1,2488.15,43,1,Planned
CUST1060,Female,18-25,Occasional,Mall,Credit Card,Groceries,144.43093958261122,2,Monday,15:10,24,False,True,In-Store,Eggs,290.14,1,290.14,52,33,Unplanned
CUST1061,Other,60+,Occasional,Highway,Debit Card,Cosmetics,14.734163715667995,7,Wednesday,19:29,0,False,False,In-Store,Moisturizer,2381.47,1,2381.47,10,16,Planned
CUST1062,Other,36-45,Occasional,Highway,Debit Card,Electronics,8.612934605928539,2,Sunday,14:08,14,False,False,Online,Camera,424.14,1,424.14,91,2,Planned
CUST1063,Female,46-60,Loyal,Highway,Mobile Wallet,Books,186.00514625005863,5,Thursday,07:17,0,True,False,In-Store,Science Fiction,1036.1,1,1036.1,54,8,Planned
CUST1064,Other,18-25,New,Downtown,Credit Card,Cosmetics,292.57711965135223,2,Thursday,15:05,34,True,True,In-Store,Foundation,154.48,1,154.48,12,35,Planned
CUST1065,Male,18-25,New,Residential Area,UPI,Furniture,218.04073600728069,6,Sunday,14:49,41,True,True,In-Store,Dining Table,891.9,1,891.9,20,22,Planned
CUST1066,Other,46-60,Loyal,Residential Area,Cash,Furniture,100.43811109256833,1,Saturday,16:21,0,False,False,Online,Bed,134.59,1,134.59,96,4,Unplanned
CUST1067,Male,46-60,New,Suburb,Credit Card,Electronics,75.79925421758172,10,Saturday,19:02,36,False,True,In-Store,Laptop,3107.5,1,3107.5,22,26,Planned
CUST1068,Male,46-60,New,Mall,Credit Card,Electronics,173.11277712947327,4,Sunday,15:23,18,False,True,In-Store,Laptop,1816.52,1,1816.52,18,42,Unplanned
CUST1069,Other,18-25,Loyal,Suburb,Cash,Books,90.6451031813306,8,Saturday,15:42,24,True,False,In-Store,Biography,1503.76,1,1503.76,65,32,Unplanned
CUST1070,Male,46-60,New,Residential Area,Debit Card,Groceries,529.3587441430661,8,Thursday,15:50,47,True,True,Online,Vegetables,2749.68,1,2749.68,31,5,Planned
CUST1071,Female,46-60,Occasional,Highway,UPI,Groceries,37.41998551686855,2,Monday,07:07,31,True,False,In-Store,Pasta,463.58,1,463.58,41,18,Unplanned
CUST1072,Male,18-25,Loyal,Mall,Credit Card,Books,164.23075674391436,1,Wednesday,16:36,22,False,True,In-Store,Novel,10.11,1,10.11,30,14,Unplanned
CUST1073,Male,18-25,Loyal,Residential Area,Debit Card,Clothing,283.62154439076767,1,Sunday,17:53,0,True,True,In-Store,T-Shirt,70.94,1,70.94,9,6,Unplanned
CUST1074,Male,36-45,Occasional,Mall,Mobile Wallet,Clothing,36.67566916819441,5,Tuesday,15:54,30,False,False,Online,Jeans,825.05,1,825.05,29,5,Planned
CUST1075,Female,60+,Occasional,Suburb,Debit Card,Electronics,143.80733635535537,1,Friday,12:28,0,False,True,Online,Tablet,348.05,1,348.05,14,4,Planned
CUST1076,Female,26-35,Occasional,Residential Area,Cash,Furniture,86.59353485200235,10,Wednesday,21:01,34,False,False,Online,Bed,3449.9,1,3449.9,36,14,Unplanned
CUST1077,Female,18-25,Occasional,Suburb,UPI,Clothing,96.48406135012443,1,Wednesday,21:00,0,True,False,In-Store,Sweater,358.1,1,358.1,18,15,Planned
CUST1078,Other,26-35,Loyal,Mall,Cash,Clothing,47.730622419850775,2,Saturday,21:02,18,False,True,Online,Dress,711.36,1,711.36,54,17,Unplanned
CUST1079,Female,36-45,Loyal,Downtown,Mobile Wallet,Toys,50.85748966797641,4,Wednesday,18:30,11,False,True,In-Store,Action Figure,1477.48,1,1477.48,41,9,Unplanned
CUST1080,Male,60+,Loyal,Highway,Debit Card,Cosmetics,268.8663831664973,9,Wednesday,13:26,0,True,True,In-Store,Moisturizer,1186.47,1,1186.47,18,37,Unplanned
CUST1081,Female,60+,Occasional,Suburb,Credit Card,Cosmetics,268.0732854239706,1,Sunday,08:37,16,True,False,Online,Shampoo,52.16,1,52.16,10,3,Unplanned
CUST1082,Female,60+,Occasional,Mall,Mobile Wallet,Furniture,316.69064870876554,7,Sunday,09:17,0,True,False,Online,Dining Table,238.56,1,238.56,10,3,Planned
CUST1083,Male,36-45,Occasional,Residential Area,Cash,Groceries,199.1310927006612,10,Thursday,17:04,1,True,True,In-Store,Milk,1697.7,1,1697.7,32,6,Planned
CUST1084,Other,46-60,Occasional,Suburb,Debit Card,Groceries,10.118091645875321,9,Saturday,21:11,19,False,True,In-Store,Rice,1091.25,1,1091.25,8,14,Planned
CUST1085,Female,60+,Occasional,Mall,Cash,Books,76.43571800019761,5,Tuesday,15:49,29,True,False,In-Store,Novel,2272.85,1,2272.85,12,45,Planned
CUST1086,Other,60+,Loyal,Downtown,Credit Card,Groceries,40.13977875066526,8,Monday,15:16,34,False,True,In-Store,Bread,3987.12,1,3987.12,17,3,Planned
CUST1087,Other,36-45,Occasional,Suburb,Mobile Wallet,Toys,110.5868494588743,8,Thursday,22:08,0,False,False,Online,Remote Car,3759.68,1,3759.68,5,13,Planned
CUST1088,Other,46-60,Occasional,Mall,Mobile Wallet,Electronics,20.031864913359506,6,Monday,14:40,0,False,False,Online,Headphones,2902.62,1,2902.62,25,49,Unplanned
CUST1089,Male,60+,Loyal,Suburb,UPI,Electronics,51.91159606696437,10,Monday,12:09,40,True,False,In-Store,Headphones,3011.2,1,3011.2,41,9,Unplanned
CUST1090,Other,60+,New,Mall,Cash,Cosmetics,264.5576866436454,7,Monday,08:14,25,False,True,Online,Moisturizer,2627.66,1,2627.66,29,2,Unplanned
CUST1091,Other,46-60,New,Highway,UPI,Groceries,37.097678222515164,6,Tuesday,10:41,26,False,False,In-Store,Fruits,165.18,1,165.18,20,39,Planned
CUST1092,Male,18-25,Occasional,Mall,Mobile Wallet,Furniture,185.0652622854721,6,Sunday,08:11,28,True,True,In-Store,Dining Table,783.36,1,783.36,9,4,Planned
CUST1093,Other,18-25,New,Mall,Debit Card,Toys,8.191608792109308,6,Wednesday,21:37,24,False,False,In-Store,Action Figure,1870.38,1,1870.38,42,18,Unplanned
CUST1094,Other,60+,New,Mall,UPI,Groceries,43.0715691700262,6,Sunday,17:02,21,False,True,In-Store,Bread,928.44,1,928.44,22,20,Planned
CUST1095,Male,26-35,Loyal,Residential Area,Debit Card,Groceries,158.25057491520784,4,Sunday,14:03,25,True,True,Online,Vegetables,801.48,1,801.48,75,32,Planned
CUST1096,Male,46-60,Occasional,Mall,UPI,Electronics,306.68519224796387,6,Friday,15:16,33,True,True,Online,Laptop,1131.6,1,1131.6,13,40,Unplanned
CUST1097,Female,46-60,Loyal,Highway,Cash,Books,26.9856049037722,7,Sunday,07:43,13,False,False,In-Store,Novel,3389.33,1,3389.33,58,7,Unplanned
CUST1098,Female,26-35,Loyal,Downtown,Cash,Furniture,5.160795390247721,7,Saturday,18:34,0,True,True,Online,Wardrobe,1973.86,1,1973.86,81,49,Planned
CUST1099,Female,46-60,Occasional,Highway,Mobile Wallet,Toys,6.689408078169596,10,Friday,08:38,46,False,True,Online,Board Game,2923.4,1,2923.4,13,13,Planned
CUST1100,Other,36-45,Loyal,Downtown,Cash,Toys,23.83888935400434,1,Wednesday,14:22,39,True,True,Online,Doll,133.84,1,133.84,48,11,Unplanned
CUST1101,Other,46-60,Occasional,Residential Area,UPI,Clothing,210.48605552068977,6,Wednesday,10:04,29,False,True,In-Store,Dress,1526.1,1,1526.1,35,8,Unplanned
CUST1102,Other,46-60,Occasional,Residential Area,UPI,Furniture,255.77887974824557,6,Tuesday,21:07,48,False,False,Online,Bed,2793.06,1,2793.06,39,23,Planned
CUST1103,Male,46-60,New,Residential Area,Debit Card,Electronics,41.53645741677254,2,Friday,09:15,0,True,True,In-Store,Camera,879.12,1,879.12,11,16,Planned
CUST1104,Other,18-25,Occasional,Downtown,Credit Card,Books,5.0,1,Thursday,13:20,19,False,True,Online,Comics,70.3,1,70.3,14,20,Unplanned
CUST1105,Female,36-45,Occasional,Highway,UPI,Books,69.93093757551301,8,Tuesday,18:53,9,False,False,Online,Novel,1296.56,1,1296.56,8,6,Unplanned
CUST1106,Male,46-60,Occasional,Suburb,Debit Card,Clothing,27.276209945767516,7,Friday,20:04,34,True,True,Online,Sweater,1872.92,1,1872.92,7,40,Unplanned
CUST1107,Male,36-45,Occasional,Residential Area,Mobile Wallet,Electronics,78.16046047649019,3,Thursday,20:56,19,False,True,In-Store,Tablet,225.57,1,225.57,34,38,Unplanned
CUST1108,Male,36-45,Occasional,Downtown,Cash,Cosmetics,18.12566851049853,1,Tuesday,16:09,0,True,True,Online,Foundation,62.84,1,62.84,57,56,Planned
CUST1109,Female,36-45,New,Highway,Cash,Groceries,135.7987189780548,10,Friday,07:20,0,True,False,Online,Rice,268.6,1,268.6,22,10,Planned
CUST1110,Female,26-35,New,Residential Area,UPI,Clothing,106.07599230016804,2,Saturday,18:21,0,False,False,Online,Sweater,136.6,1,136.6,17,39,Planned
CUST1111,Female,46-60,Loyal,Mall,Cash,Electronics,5.0,9,Thursday,20:57,12,True,True,Online,Smartwatch,3928.32,1,3928.32,26,16,Planned
CUST1112,Male,18-25,Occasional,Highway,Mobile Wallet,Groceries,356.93865503855295,5,Sunday,18:30,35,False,False,In-Store,Milk,2091.15,1,2091.15,95,6,Unplanned
CUST1113,Male,18-25,Occasional,Downtown,Credit Card,Electronics,75.03819842690098,4,Monday,16:39,0,True,True,Online,Laptop,1500.68,1,1500.68,16,7,Planned
CUST1114,Other,18-25,New,Suburb,UPI,Books,307.4319221084521,6,Sunday,07:10,33,True,True,Online,Textbook,2780.94,1,2780.94,17,23,Planned
CUST1115,Other,18-25,New,Suburb,Mobile Wallet,Furniture,217.28715637234245,8,Friday,18:02,28,False,True,Online,Bed,1160.4,1,1160.4,64,25,Planned
CUST1116,Female,46-60,Loyal,Suburb,Debit Card,Cosmetics,11.045965688945921,10,Thursday,16:59,13,False,False,In-Store,Shampoo,4390.8,1,4390.8,23,37,Planned
CUST1117,Male,18-25,Occasional,Mall,Credit Card,Electronics,162.17063420902733,8,Tuesday,11:58,42,False,False,In-Store,Smartwatch,2467.2,1,2467.2,120,12,Planned
CUST1118,Other,36-45,Occasional,Highway,UPI,Furniture,58.972401265743315,9,Saturday,07:06,47,True,True,In-Store,Chair,3437.73,1,3437.73,31,3,Planned
CUST1119,Female,26-35,Loyal,Residential Area,Cash,Electronics,6.271785406816104,7,Thursday,13:51,49,True,False,In-Store,Laptop,948.92,1,948.92,53,2,Planned
CUST1120,Female,60+,Occasional,Highway,UPI,Groceries,8.806481242283523,4,Saturday,17:32,25,True,False,In-Store,Milk,639.76,1,639.76,48,2,Planned
CUST1121,Other,18-25,Occasional,Suburb,Debit Card,Furniture,33.610585754595334,1,Tuesday,18:13,12,True,True,Online,Sofa,446.87,1,446.87,20,35,Planned
CUST1122,Female,60+,Occasional,Mall,Cash,Toys,491.6373254867098,6,Thursday,19:53,20,True,True,In-Store,Puzzle,967.14,1,967.14,20,5,Planned
CUST1123,Male,60+,New,Suburb,Credit Card,Furniture,166.7822099076429,1,Wednesday,08:42,47,False,False,Online,Dining Table,497.31,1,497.31,25,7,Planned
CUST1124,Female,60+,New,Downtown,UPI,Groceries,17.308387469241154,6,Friday,11:24,31,True,False,Online,Bread,2298.12,1,2298.12,99,3,Planned
CUST1125,Male,36-45,New,Highway,Mobile Wallet,Furniture,79.09740861843756,1,Tuesday,09:04,48,True,False,Online,Chair,79.88,1,79.88,16,40,Planned
CUST1126,Male,18-25,Occasional,Mall,Debit Card,Electronics,68.16231861028535,6,Thursday,14:36,47,False,False,In-Store,Smartwatch,2563.5,1,2563.5,103,4,Planned
CUST1127,Other,46-60,New,Suburb,UPI,Electronics,5.0,8,Tuesday,20:34,2,False,True,In-Store,Laptop,2643.36,1,2643.36,13,47,Planned
CUST1128,Other,36-45,Loyal,Mall,Mobile Wallet,Toys,128.32331100416587,4,Monday,10:54,50,True,False,In-Store,Action Figure,1600.48,1,1600.48,16,6,Planned
CUST1129,Other,46-60,Occasional,Downtown,UPI,Furniture,99.38190485534332,10,Saturday,08:38,1,True,True,Online,Bed,313.4,1,313.4,47,27,Planned
CUST1130,Female,18-25,Occasional,Downtown,Debit Card,Electronics,238.1149981836958,8,Sunday,22:42,3,False,True,Online,Smartphone,628.56,1,628.56,7,6,Planned
CUST1131,Other,36-45,Occasional,Highway,UPI,Furniture,65.69690918694272,7,Tuesday,21:20,5,False,False,Online,Wardrobe,831.46,1,831.46,27,9,Unplanned
CUST1132,Other,60+,Occasional,Mall,Cash,Clothing,67.72167866752909,10,Friday,15:12,22,True,False,Online,Dress,227.5,1,227.5,23,35,Planned
CUST1133,Female,36-45,Occasional,Suburb,Cash,Electronics,12.499286468363199,2,Monday,16:58,9,False,True,In-Store,Laptop,267.62,1,267.62,105,5,Planned
CUST1134,Other,36-45,Loyal,Suburb,Mobile Wallet,Furniture,132.8718557771668,6,Saturday,14:21,0,False,True,In-Store,Dining Table,2126.7,1,2126.7,63,17,Planned
CUST1135,Female,18-25,New,Residential Area,Cash,Books,265.02765224956903,7,Friday,14:51,4,True,False,Online,Novel,1547.21,1,1547.21,35,16,Planned
CUST1136,Female,60+,Loyal,Suburb,Credit Card,Electronics,102.00717174915883,8,Sunday,18:14,20,True,False,In-Store,Camera,3980.96,1,3980.96,31,14,Unplanned
CUST1137,Male,60+,New,Highway,Credit Card,Books,123.36812883755938,2,Thursday,21:20,28,False,True,In-Store,Magazine,927.94,1,927.94,5,6,Planned
CUST1138,Male,26-35,New,Downtown,UPI,Clothing,109.24391093658383,7,Sunday,10:44,45,True,False,In-Store,Jeans,176.33,1,176.33,34,52,Planned
CUST1139,Other,26-35,Loyal,Suburb,Credit Card,Clothing,5.0,5,Sunday,14:28,19,True,False,In-Store,Jeans,907.4,1,907.4,34,38,Planned
CUST1140,Female,46-60,New,Residential Area,Credit Card,Electronics,53.60467254774348,10,Saturday,20:23,35,False,True,In-Store,Laptop,3559.7,1,3559.7,29,18,Planned
CUST1141,Male,26-35,New,Highway,Debit Card,Clothing,58.10229919378368,4,Wednesday,09:22,9,False,False,Online,T-Shirt,980.68,1,980.68,38,2,Unplanned
CUST1142,Male,18-25,Loyal,Highway,Debit Card,Electronics,68.86414013604058,3,Sunday,09:58,7,True,False,Online,Smartphone,747.09,1,747.09,45,5,Unplanned
CUST1143,Male,36-45,New,Highway,Credit Card,Groceries,99.42829781959153,9,Friday,18:41,39,True,True,In-Store,Pasta,3813.21,1,3813.21,43,5,Planned
CUST1144,Male,60+,Occasional,Highway,Debit Card,Books,5.0,10,Tuesday,22:38,35,True,True,Online,Magazine,4341.1,1,4341.1,26,25,Planned
CUST1145,Other,36-45,New,Highway,Credit Card,Toys,143.15497908296962,9,Wednesday,14:28,30,True,False,Online,Remote Car,595.89,1,595.89,80,10,Unplanned
CUST1146,Male,18-25,Loyal,Highway,Mobile Wallet,Groceries,142.81953330825363,1,Tuesday,20:14,17,False,True,Online,Milk,51.32,1,51.32,46,12,Planned
CUST1147,Other,36-45,Occasional,Downtown,Debit Card,Clothing,74.30280488751212,3,Monday,11:59,15,False,True,In-Store,Shoes,1304.25,1,1304.25,40,11,Unplanned
CUST1148,Female,60+,Occasional,Downtown,Credit Card,Electronics,41.43168556816368,8,Monday,14:49,0,True,False,In-Store,Smartwatch,755.36,1,755.36,6,10,Planned
CUST1149,Other,26-35,New,Residential Area,Credit Card,Groceries,269.315476842903,2,Monday,20:43,9,False,False,In-Store,Rice,176.62,1,176.62,89,3,Planned
CUST1150,Male,46-60,Loyal,Suburb,UPI,Cosmetics,286.42821970743466,5,Thursday,11:38,0,False,True,Online,Lipstick,1284.15,1,1284.15,13,26,Planned
CUST1151,Female,60+,Occasional,Mall,Mobile Wallet,Furniture,91.51602055828877,9,Monday,15:50,2,False,True,Online,Bookshelf,1260.27,1,1260.27,14,13,Unplanned
CUST1152,Female,60+,New,Downtown,Mobile Wallet,Furniture,71.63644473785266,8,Saturday,16:21,24,True,False,In-Store,Bed,3567.92,1,3567.92,90,4,Planned
CUST1153,Other,60+,Occasional,Mall,UPI,Furniture,28.28614510953503,3,Sunday,17:07,30,True,True,Online,Bed,884.73,1,884.73,27,25,Unplanned
CUST1154,Female,60+,Loyal,Residential Area,UPI,Electronics,23.525698880878792,8,Friday,09:26,1,True,False,Online,Smartphone,2350.88,1,2350.88,50,21,Planned
CUST1155,Other,18-25,New,Suburb,UPI,Cosmetics,191.55865720253396,2,Tuesday,20:32,23,False,False,Online,Foundation,971.92,1,971.92,71,43,Planned
CUST1156,Female,60+,Occasional,Downtown,Cash,Clothing,170.14776233504026,8,Monday,11:36,0,True,False,Online,T-Shirt,2123.04,1,2123.04,42,7,Planned
CUST1157,Other,36-45,Loyal,Downtown,Credit Card,Electronics,37.6145847905592,9,Friday,22:40,11,False,True,Online,Laptop,2587.86,1,2587.86,120,25,Planned
